Brands,Model,Price,money_off,discount,Internal Storage,Solid State Storage,Display,Shop,Shop Type,Video Memory,JingDong,href,used,Display_type,Processor,Version,Touch control,Screen size,Sale,Favorable rate
惠普,限量抢购！手慢无货！暗影精灵Plus-升级10,7399,6000,1000,8G,, ,惠普蓝星专卖店,0, ,0,//item.jd.com/48567740023.html,0,1,, ,0,17.3,400,96
戴尔,灵越5000,3219,1000,20,4G,128G, ,戴尔金盛专卖店,0, ,0,//item.jd.com/10411192725.html,0,2,i3, ,0,13.3,400,96
联想,超极本ideapad720S,5499,,,8G,512G, ,联想有点授权专卖店,0, ,0,//item.jd.com/16287461071.html,0,0,R7, ,0,13.3,50,100
华硕,E406MA,2499,,,4G,128G, ,华硕京东自营官方旗舰店,1, ,0,//item.jd.com/100003315277.html,0,0,, ,0,14,400,91
荣耀,MagicBookPro,4999,,,8G,512G,MX250,荣耀京东自营旗舰店,1, ,0,//item.jd.com/100006745172.html,0,0,i5, ,0,16.1,10000,95
微软,十代酷睿i5,8688,,,8G,256G, ,微软京东自营官方旗舰店,1, ,0,//item.jd.com/100005595993.html,0,0,i5,十代,1,13.5,1100,94
海尔,博越M71,3699,,,8G,256G,MX250,海尔电脑京东自营旗舰店,1,2G,0,//item.jd.com/100006222932.html,0,1,, ,0,17.3,300,93
华为,MateBookD,3999,,,8G,512G, ,华为新通路专卖店,0, ,0,//item.jd.com/69054251409.html,0,0,R5, ,0,,30,100
联想,小新14青春版,2799,1000,100,8G,256G, ,联想华北授权专卖店,0,5G,0,//item.jd.com/57297013026.html,0,0,,十代,0,,700,97
联想,拯救者r7000,4689,5000,600,8G,512G, ,联想电脑授权专卖店,0,4G,0,//item.jd.com/31014227524.html,0,0,R5, ,0,15.6,2600,93
华为,MagicBook15,3579,2999,30,8G,256G, ,新通路数码专营店,0, ,0,//item.jd.com/60572667696.html,0,0,R5, ,0,15.6,30,93
惠普,推荐1,2058,,,8G,745G, ,优本二手电脑专营店,0,1G,0,//item.jd.com/17215189914.html,1,1,i5,六代,0,14,300,98
戴尔,i5-4200U/8G/240G固态/金属银色保价618,1568,1000,30,8G,, ,聚惠二手电脑专营店,0, ,0,//item.jd.com/16846935048.html,1,0,i5, ,0,,1200,95
惠普,星15青春版,3699,2000,300,8G,512G,MX330,惠普电脑授权专卖店,0, ,0,//item.jd.com/60185181568.html,0,1,i5,十代,0,15.6,300,97
华为,MateBookD,5099,,,8G,512G, ,华为康特专卖店,0,8G,0,//item.jd.com/68211333547.html,0,1,R5,十代,0,,6,100
戴尔,成就5590/5490燃5000,5599,3000,300,16G,1024G,MX250,戴尔速达专卖店,0, ,0,//item.jd.com/65956432391.html,0,1,i7,十代,0,15.6,10,66
天宝,X8S,1699,2000,30,8G,128G, ,天宝电脑旗舰店,0,8G,0,//item.jd.com/62571953269.html,0,0,i7, ,0,15.6,10,75
现代,便携出差小本到手仅需1149,1498,1500,150,8G,128G, ,现代电脑邦驰专卖店,0, ,0,//item.jd.com/59072697651.html,0,0,, ,0,11.6,300,99
外星人,m15-R1,12999,,,6G,512G, ,外星人官方旗舰店,0, ,0,//item.jd.com/68972951257.html,0,1,i7,十代,0,15.6,50,100
华为,MagicBook201,5279,1000,30,16G,512G, ,荣耀华晶威业专卖店,0, ,0,//item.jd.com/60956747043.html,0,0,i5,八代,0,14,2,100
华硕,VivoBook15,5599,,,12G,512G,MX330,华硕奇达专卖店,0,2G,0,//item.jd.com/65358061498.html,0,1,i5,十代,0,15.6,10,100
小米,,2999,2000,100,4G,128G, ,小米京东自营旗舰店,1, ,0,//item.jd.com/100002775413.html,0,0,, ,0,12.5,5400,94
nan,快速者K81,2899,3000,200,8G,256G, ,快速者电脑旗舰店,0,2G,0,//item.jd.com/42377878261.html,0,1,i7, ,0,15.6,400,97
惠普,i7-10510U,6599,2000,100,8G,512G, ,惠普京东自营官方旗舰店,1,8G,0,//item.jd.com/100005803681.html,0,0,i7, ,0,13.3,70,88
华硕,i5-8265U/4G/256G,2979,2000,5,4G,256G,MX110,华硕金硕专卖店,0,4G,0,//item.jd.com/64671073232.html,0,0,i5, ,0,15.6,200,100
华硕,灵耀X2,8479,2000,5,8G,512G, ,华硕电脑官方旗舰店,0,2G,0,//item.jd.com/64956138009.html,0,1,i7,十代,0,14,300,98
雷蛇,灵刃15,10499,,,16G,256G,GTX1660,雷蛇电脑京东自营旗舰店,1, ,0,//item.jd.com/100006930955.html,0,0,i7, ,0,15.6,100,95
雷神,新911,7299,,,8G,512G,GTX1650,雷神京东自营官方旗舰店,1, ,1,//item.jd.com/100006650171.html,0,0,i7,十代,0,16.6,100,98
联想,E14,3999,4000,200,8G,1024G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/65388967416.html,0,0,i5,十代,0,14,90,95
华为,MateBook13,5988,,,16G,512G, ,笔吧官方旗舰店,0, ,0,//item.jd.com/68629743054.html,0,1,i5,十代,1,,20,100
联想,V15,3899,,,8G,256G,MX110,联想扬天授权旗舰店,0,2G,0,//item.jd.com/65719557490.html,0,1,i5,十代,0,15.6,90,96
戴尔,成就5590/5490燃5000,4899,3000,300,8G,256G,MX250,戴尔速达专卖店,0, ,0,//item.jd.com/65956432373.html,0,1,i7,十代,0,14,2,100
华为,MateBookD,3999,,,8G,512G, ,华为康特专卖店,0,8G,0,//item.jd.com/67928953430.html,0,0,R5, ,0,,40,100
神舟,神舟战神Z8Z9/G8,5899,4900,600,8G,512G, ,神舟游戏本专卖店,0, ,0,//item.jd.com/11275912504.html,0,0,i7,十代,0,,1600,97
宏碁,宏基墨舞EX215,1699,1000,100,4G,128G,MX250,宏碁宏广世纪专卖店,0, ,0,//item.jd.com/10400729359.html,0,0,,十代,0,15.6,200,100
小米,满血版R5,3089,100,20,8G,256G, ,小米阳光专卖店,0, ,0,//item.jd.com/61481685362.html,0,0,R5, ,0,,100,94
华为,MagicBook15,3579,2999,30,8G,256G, ,新通路数码专营店,0, ,0,//item.jd.com/65231354305.html,0,0,R5, ,0,15.6,20,100
华为,6日购机前10名抢华为原装鼠标！下单即赠购机礼包！保价618,6388,,,16G,512G,MX350,华为桑核专卖店,0, ,0,//item.jd.com/66470867907.html,0,0,i5,十代,1,14,100,97
惠普,光影精灵6,6999,,,16G,512G,GTX1650,惠普中国京东自营官方旗舰店,1,4G,0,//item.jd.com/69239548543.html,0,1,i7,十代,0,15.6,50,100
联想,拯救者r7000,5799,2980,300,4G,32G,GTX1650,联想华东授权专卖店,0,0G,0,//item.jd.com/27070065378.html,0,1,R5, ,0,,30,100
惠普,暗影精灵5,6399,4000,600,6G,512G, ,惠普老熟人专卖店,0,8G,0,//item.jd.com/61575184254.html,0,0,i7,九代,0,15.6,9,100
新品,MateBookD,3999,,,8G,256G, ,华为兰焜专卖店,0,8G,0,//item.jd.com/62535966802.html,0,0,R5, ,0,,40,100
联想,拯救者R7000,4499,4980,600,8G,512G,GTX1650,联想授权旗舰店,0,4G,0,//item.jd.com/35374530419.html,0,1,R5, ,0,15.6,1300,96
联想,V110,2199,,,4G,, ,联想佳运汇通专卖店,0, ,0,//item.jd.com/63703003224.html,0,0,, ,0,15.6,300,89
酷睿,酷睿i7,2188,2000,200,8G,256G, ,快速者电脑旗舰店,0, ,0,//item.jd.com/65776237675.html,0,0,i7, ,0,15.6,100,98
得峰,A156,1459,100,10,8G,, ,得峰旗舰店,0, ,0,//item.jd.com/29737546606.html,0,0,, ,0,15.6,90,94
ROG,冰锐,8879,3999,30,16G,512G, ,玩家国度ROG官方旗舰店,0, ,0,//item.jd.com/62618361265.html,0,0,R7, ,0,15.6,30,95
华为,MagicBook14,3529,199,30,8G,512G, ,集洋数码专营店,0, ,0,//item.jd.com/57289532746.html,0,0,R7, ,0,,600,94
华为,6日购机前10名抢华为原装鼠标！下单即赠购机礼包！保价618,6988,,,16G,512G, ,华为桑核专卖店,0, ,0,//item.jd.com/66469875569.html,0,1,i7,十代,1,13,30,100
戴尔,成就5000,4499,2000,100,8G,512G, ,戴尔京东自营官方旗舰店,1, ,0,//item.jd.com/100005077771.html,0,0,i5,十代,0,13.3,2000,93
联想,拯救者R7000,4699,5000,600,16G,1024G,GTX1650,联想电脑授权专卖店,0,4G,0,//item.jd.com/54250941033.html,0,1,R5, ,0,15.6,2200,89
联想,小新15,4599,3000,300,16G,512G,MX350,联想众信授权专卖店,0, ,0,//item.jd.com/45196456886.html,0,1,i5,十代,0,15.6,2000,97
酷睿,酷睿i7,2588,2000,200,8G,256G, ,快速者电脑旗舰店,0, ,0,//item.jd.com/65776237676.html,0,0,i7, ,0,15.6,100,98
联想,X395,4599,,,8G,512G, ,ThinkPad华东授权专卖店,0, ,0,//item.jd.com/11968246575.html,0,0,R7, ,0,13.3,400,93
联想,S2,4499,2000,100,8G,256G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100011438966.html,0,0,i5,十代,0,13.3,200,96
苹果,MacBook,7988,,,,128G, ,科族数码专营店,0, ,0,//item.jd.com/19875619158.html,0,0,, ,0,13.3,300,94
联想,小新15,4999,3000,300,8G,512G,MX350,联想众信授权专卖店,0, ,0,//item.jd.com/66072303942.html,0,1,i5,十代,0,15.6,1500,97
联想,S3,4799,,,8G,256G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/46336868623.html,0,0,i5, ,0,14,700,95
华硕,顽石6代FL8700,5179,2000,5,8G,512G,MX330,华硕电脑官方旗舰店,0, ,0,//item.jd.com/67289963523.html,0,1,i7,十代,0,15.6,100,93
机械革命,Z2-G,7179,,,8G,512G,GTX1660,机械革命京东自营官方旗舰店,1, ,0,//item.jd.com/100005993706.html,0,0,i7, ,0,15.6,800,97
华为,MagicBook14,3379,199,30,8G,256G, ,集洋数码专营店,0, ,0,//item.jd.com/66644408505.html,0,0,R5, ,0,,10,100
华硕,VivoBook15,5999,3000,200,,512G,MX250,华硕汉腾专卖店,0, ,0,//item.jd.com/25878247094.html,0,0,i7,十代,0,15.6,100,91
炫龙,炫龙DD3Plus/DD2Plus/DC2畅玩版/高性能显卡/台式CPU/IPS,2788,3000,300,8G,256G,GTX1050,炫龙专卖店,0, ,0,//item.jd.com/26300614578.html,0,0,, ,0,,1000,96
华为,MagicBook14,3779,199,30,8G,512G, ,集洋数码专营店,0, ,0,//item.jd.com/60935523461.html,0,0,R7, ,0,,60,100
机械革命,X3,5699,5000,600,16G,, ,机械革命旗舰店,0,6G,0,//item.jd.com/69586235521.html,0,1,R7, ,0,17.3,90,96
惠普,,2999,,,4G,256G, ,惠普康特专卖店,0, ,0,//item.jd.com/65028666412.html,0,0,R3, ,0,,200,97
联想,威6,4999,,,8G,512G, ,联想扬天京东自营旗舰店,1,2G,1,//item.jd.com/100003546757.html,0,1,R5, ,0,14,10000,93
联想,X1,7999,,,8G,256G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/63773446765.html,0,0,i5, ,0,14,300,97
联想,ThinkBook13s,6599,,,8G,512G, ,ThinkPad京东自营旗舰店,1, ,1,//item.jd.com/100006420674.html,0,1,i7, ,0,13.3,1800,95
华为,MateBook14,7388,,,16G,512G,MX350,华为康特专卖店,0, ,0,//item.jd.com/65388537337.html,0,0,i5,十代,1,,400,96
宏碁,S50,3499,2000,200,8G,512G,MX350,宏碁蓝星专卖店,0,2G,0,//item.jd.com/38426990058.html,0,1,i5,十代,0,15.6,80,96
机械师,战空F117Plus,12999,,,,32G, ,机械师京东自营旗舰店,1, ,0,//item.jd.com/100012207802.html,0,0,i7,十代,0,17.3,20,100
戴尔,E6220,850,500,50,8G,, ,锶湘二手笔记本专营店,0, ,0,//item.jd.com/57670656765.html,1,0,i5,二代,0,12,100,98
华硕,顽石Y5200,4199,,,4G,256G, ,华硕电脑京东自营官方旗舰店,1, ,0,//item.jd.com/67155868851.html,0,0,i5,十代,0,15.6,60,100
联想,小新15,3399,3000,200,8G,512G, ,联想西南授权专卖店,0,8G,0,//item.jd.com/28196614898.html,0,0,R5,三代,0,,1800,98
联想,小新Pro13,4599,5199,600,8G,512G, ,联想率秀图新授权专卖店,0, ,0,//item.jd.com/68638698586.html,0,0,i5,十代,0,13.3,100,97
联想,E14,3899,,,8G,256G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/65388967415.html,0,0,i3,十代,0,14,100,89
联想,蓝色｜八代i5-8265U/8G/512G,4099,3000,300,8G,512G,MX250,联想众信授权专卖店,0, ,0,//item.jd.com/27688745695.html,0,1,i5,八代,0,14,200,95
超薄,还享晒单返50,1159,100,10,4G,64G, ,得峰旗舰店,0, ,0,//item.jd.com/1772687235.html,0,0,, ,0,11.6,1100,95
掠夺者,掠夺者战斧300,9763,9999,1618,16G,512G, ,宏碁京东自营旗舰店,1,6G,0,//item.jd.com/100006219234.html,0,0,,九代,0,15.6,100,92
联想,i5-10210U,3649,4000,400,8G,1152G, ,联想华米商用专卖店,0,2G,0,//item.jd.com/65457793103.html,0,0,i5,十代,0,14,40,100
华为,MagicBook14,4719,1000,20,8G,256G, ,荣耀方和专卖店,0,2G,0,//item.jd.com/67165904442.html,0,1,R5, ,0,,20,100
惠普,战66,4399,2000,200,8G,512G,MX250,惠普宇泰专卖店,0,2G,0,//item.jd.com/68486130400.html,0,0,,三代,0,14,10,100
联想,扬天V110,1899,2000,200,8G,128G, ,联想天佑专卖店,0,2G,0,//item.jd.com/59907295735.html,0,1,i5, ,0,14,10,100
联想,E490,6099,,,8G,1152G, ,ThinkPad京东自营旗舰店,1,2G,1,//item.jd.com/100002391130.html,0,1,i7, ,0,14,6900,95
联想,小新13丨十代i5,4899,4999,300,8G,512G,MX350,联想华东授权专卖店,0, ,0,//item.jd.com/14677498221.html,0,1,i5,十代,0,13.3,2700,98
华为,MateBookD,5399,,,16G,512G, ,华为桑核专卖店,0, ,0,//item.jd.com/67696087082.html,0,1,i5,十代,0,15,90,97
联想,T480s,7699,,,8G,512G, ,ThinkPad京东官方自营旗舰店,1,2G,0,//item.jd.com/46231093299.html,0,1,i5, ,0,14,400,95
微星,尊爵Prestige14,9499,,,16G,512G, ,微星游戏本京东自营官方旗舰店,1, ,0,//item.jd.com/100006274915.html,0,0,i7,十代,0,14,40,100
VAIO,SX14,9988,,,8G,512G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100010816686.html,0,0,i5, ,0,14,40,92
VAIO,SX12,13399,,,16G,512G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100006433552.html,0,0,i7, ,0,12.5,100,94
戴尔,成就5590/5490燃5000,4199,3000,300,16G,512G,MX250,戴尔速达专卖店,0, ,0,//item.jd.com/65956432384.html,0,1,i5,十代,0,14,5,100
联想,拯救者R7000,5199,2980,300,16G,1024G,GTX1650,联想华东授权专卖店,0,4G,0,//item.jd.com/23775777472.html,0,1,i7, ,0,,100,95
联想,小新Air14,4249,4000,200,8G,512G,MX350,联想亿维授权专卖店,0,2G,0,//item.jd.com/62755882014.html,0,1,i5,十代,0,14,100,97
现代,8+128G固态+M.2拓展硬盘位,1499,1500,150,8G,128G, ,现代电脑邦驰专卖店,0, ,0,//item.jd.com/60789574172.html,0,0,, ,0,14,100,96
高性能,高性能I5,2799,3000,300,8G,1152G, ,联想佳运汇通专卖店,0,2G,0,//item.jd.com/59089213142.html,0,1,, ,0,14,300,96
联想,E14,4899,,,8G,1024G, ,ThinkPad京东官方自营旗舰店,1, ,0,//item.jd.com/65388967412.html,0,1,i5,十代,0,14,100,97
联想,小新15,4199,,,8G,512G, ,联想率秀图新授权专卖店,0, ,0,//item.jd.com/53624853927.html,0,0,R5, ,0,15.6,5400,95
荣耀,MagicBookPro,4899,,,8G,512G, ,荣耀京东自营旗舰店,1, ,1,//item.jd.com/100010248784.html,0,0,R7, ,0,16.1,1300,93
AVITA,P01,2099,3000,100,8G,256G, ,AVITA电脑旗舰店,0, ,0,//item.jd.com/69499134371.html,0,0,, ,0,14,1,100
机械革命,机械革命蛟龙Z3,7499,,,16G,, ,机械革命旗舰店,0, ,0,//item.jd.com/69584752241.html,0,0,R7, ,0,,90,96
联想,扬天V110,1646,1000,100,4G,256G, ,联想扬天丽邦专卖店,0,2G,0,//item.jd.com/14184533666.html,0,1,, ,0,14,1200,95
ROG,,8279,5999,30,,,GTX1660,玩家国度ROG桑核专卖店,0, ,0,//item.jd.com/69847510002.html,0,0,R7, ,0,15.6,0,100
联想,ideapad14s,4299,4599,300,8G,512G, ,联想众信授权专卖店,0, ,0,//item.jd.com/10081221177.html,0,0,i5,十代,0,14,4500,97
戴尔,灵越5391燃5000,2799,3000,300,,, ,戴尔佳富惠呈专卖店,0, ,0,//item.jd.com/59390326419.html,0,0,,十代,0,13.3,300,98
惠普,星13-an1018TU,4099,2000,100,8G,512G, ,惠普京东自营官方旗舰店,1, ,0,//item.jd.com/100005039097.html,0,0,i5,十代,0,13.3,500,90
酷睿,银灰色-5005U,1815,100,10,8G,128G, ,格莱富电脑旗舰店,0, ,0,//item.jd.com/59072685354.html,0,0,, ,0,15.6,300,96
戴尔,超薄本办公游戏本酷睿i7,888,1499,30,4G,1152G,GTX1050,亿柯二手电脑专营店,0,8G,0,//item.jd.com/41112670787.html,1,0,i7, ,0,,800,95
联想,S2,4799,,,8G,256G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/65882221052.html,0,0,i5,十代,0,13.3,60,83
华为,MateBookD,5399,,,16G,512G, ,华为新通路专卖店,0, ,0,//item.jd.com/68523579450.html,0,0,i5, ,0,,40,100
联想,拯救者R7000,4899,5199,300,8G,256G,GTX1650,联想率秀图新授权专卖店,0,4G,0,//item.jd.com/69198253110.html,0,0,R5, ,0,,30,90
戴尔,XPS13-7390,16999,,,16G,512G, ,戴尔京东自营官方旗舰店,1, ,0,//item.jd.com/100010341886.html,0,0,i7,十代,1,13.4,100,94
联想,耀银S2,4299,2000,100,8G,256G, ,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100004707528.html,0,0,i5,十代,0,13.3,700,94
ROG,ROG幻14,13999,,,16G,1024G, ,ROG京东自营官方旗舰店,1, ,0,//item.jd.com/100012955122.html,0,0,R9, ,0,14,200,100
神舟,神舟战神Z7/Z7M十代i5/i7GTX1650/1660Ti独显IPS,4799,4900,600,8G,512G,GTX1650,神舟游戏本专卖店,0, ,0,//item.jd.com/32114127141.html,0,1,i5,十代,0,,1800,95
微软,Surface,9958,,,8G,256G, ,微软京东自营官方旗舰店,1, ,0,//item.jd.com/100009972372.html,0,0,R5, ,1,15,90,87
联想,S3,6399,,,8G,256G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/65652350804.html,0,0,i5,十代,0,14,20,75
联想,小新15,4099,,,8G,1024G, ,联想育新授权专卖店,0, ,0,//item.jd.com/66723707930.html,0,0,i5,十代,0,15.6,50,80
VAIO,SX12,16899,,,16G,1024G, ,VAIO京东自营旗舰店,1, ,0,//item.jd.com/100006433554.html,0,0,i7, ,0,12.5,60,100
华为,MateBookX,9988,,,16G,512G, ,华为千百回专卖店,0, ,0,//item.jd.com/67732963478.html,0,1,i7,十代,1,13.9,30,93
联想,X1,1899,1999,100,8G,, ,立诗文二手笔记本专营店,0,8G,0,//item.jd.com/26893823956.html,1,0,i7, ,0,14,600,91
雷神,雷神911ST黑武士3全面屏轻薄金属游戏本10代i7-10750H,6999,3000,300,8G,512G, ,雷神京东官方自营旗舰店,1, ,0,//item.jd.com/67144459775.html,0,1,i7, ,0,,60,95
联想,S2,3398,,,8G,128G, ,ThinkPad定制版专卖店,0,4G,0,//item.jd.com/11465480986.html,0,0,i3, ,0,13.3,800,98
戴尔,灵越5493/5585/5000,2899,2980,300,8G,256G, ,戴尔阳光雨尉专卖店,0,8G,0,//item.jd.com/25361143550.html,0,0,i5,十代,0,14,700,98
联想,S2,4799,,,8G,256G, ,ThinkPad华北授权专卖店,0, ,0,//item.jd.com/11860600094.html,0,0,i7, ,0,13.3,50,100
中柏,EZbookS5,1199,500,50,6G,64G, ,中柏电脑旗舰店,0, ,0,//item.jd.com/59778508909.html,0,0,, ,0,14,80,100
惠普,星15青春版,5599,,,16G,512G,MX330,惠普汇通专卖店,0, ,0,//item.jd.com/68467927051.html,0,0,,一代,0,15.6,8,100
机械师,机械师T58-V,5199,3000,200,8G,256G,GTX1650,机械师京东自营官方旗舰店,1,4G,0,//item.jd.com/67278121099.html,0,1,i5,十代,0,15.6,7,100
华为,MagicBookPro,3579,2999,30,8G,512G, ,新通路数码专营店,0, ,0,//item.jd.com/60421312419.html,0,0,R5, ,0,16.1,100,97
神舟,预售款同价直降200,3679,1499,30,6G,256G, ,呱子二手笔记本电脑专营店,0,4G,0,//item.jd.com/65109241174.html,1,1,i5, ,0,15.6,50,100
联想,扬天V14,3799,,,12G,512G, ,联想扬天授权旗舰店,0, ,0,//item.jd.com/63443619553.html,0,1,R5,十代,0,14,5,100
华为,MateBook13,6999,,,16G,512G,MX250,华为京东自营官方旗舰店,1, ,0,//item.jd.com/100011177260.html,0,0,i7,十代,1,,400,100
华硕,ASUS,5199,,,8G,512G,MX330,华硕京东自营官方旗舰店,1,2G,0,//item.jd.com/100006842473.html,0,1,i7,六代,0,15.6,400,90
联想,小新Pro13,5498,,,8G,512G, ,联想京东自营旗舰店,1, ,1,//item.jd.com/100008535980.html,0,0,i5,十代,0,,8700,92
联想,E14,7299,,,16G,512G, ,ThinkPad京东自营旗舰店,1,2G,0,//item.jd.com/100013037500.html,0,1,i7, ,0,14,50,100
惠普,星14,4499,5000,600,,,MX330,惠普授权旗舰店,0, ,0,//item.jd.com/27914580585.html,0,0,,十代,0,,4100,97
联想,E15,5999,,,8G,1024G, ,ThinkPad京东自营官方旗舰店,1,2G,0,//item.jd.com/62620009485.html,0,1,i5,十代,0,15.6,400,97
联想,威6,5599,,,8G,512G, ,联想扬天京东自营旗舰店,1,2G,1,//item.jd.com/100005414367.html,0,1,i7,十代,0,15.6,2600,94
宏碁,墨舞EX215,3499,,,8G,256G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100009149672.html,0,0,i5, ,0,15.6,900,93
联想,S2,8499,,,16G,512G, ,ThinkPad京东自营官方旗舰店,1, ,0,//item.jd.com/65173578147.html,0,0,i7,十代,0,13.3,100,95
联想,小新Pro13,6699,2980,300,16G,1024G,MX350,联想华东授权专卖店,0, ,0,//item.jd.com/57548608451.html,0,1,i7,十代,0,13.3,300,95
华硕,顽石6,3179,20,5,4G,256G, ,华硕汉腾专卖店,0,2G,0,//item.jd.com/67520036074.html,0,1,i3,八代,0,14,10,100
联想,E480,3099,,,8G,128G, ,ThinkPad华东授权专卖店,0,8G,0,//item.jd.com/24133460705.html,0,1,i3,十代,0,14,200,95
惠普,星14,4488,5000,600,,,MX330,惠普授权旗舰店,0, ,0,//item.jd.com/27914580589.html,0,0,i5,十代,0,13.3,2900,98
联想,X1,14999,,,16G,512G,GTX1650,ThinkPad京东自营旗舰店,1, ,0,//item.jd.com/100010653734.html,0,1,i9, ,1,15.6,100,85
联想,小新15,4249,4000,400,16G,512G,MX350,联想航电授权专卖店,0, ,0,//item.jd.com/44037458574.html,0,0,i5,十代,0,15.6,200,100
联想,T590,7999,,,8G,512G, ,ThinkPad京东自营官方旗舰店,1,0G,0,//item.jd.com/56048117059.html,0,2,i5, ,0,15.6,90,100
联想,E480,4399,,,8G,256G, ,ThinkPad京东官方自营旗舰店,1,4G,0,//item.jd.com/65896664746.html,0,0,i5,八代,0,14,30,100
华为,MateBook14,5888,,,8G,512G,MX250,科族数码专营店,0, ,0,//item.jd.com/67657607487.html,0,0,i5,十代,1,,30,100
联想,X1,10999,,,8G,512G, ,ThinkPad京东自营旗舰店,1,8G,0,//item.jd.com/100006611296.html,0,0,i5, ,1,14,700,94
戴尔,灵越5000,3799,3000,300,16G,512G,MX230,戴尔佳富惠呈专卖店,0, ,0,//item.jd.com/31391469607.html,0,0,i5,十代,0,14,700,96
联想,小新Air14,4899,,,8G,512G,MX350,联想亿维授权专卖店,0,2G,0,//item.jd.com/28795845763.html,0,1,i5,十代,0,14,400,97
小米,i5,3029,3000,310,8G,512G, ,小米阳光专卖店,0,8G,0,//item.jd.com/49739692269.html,0,1,i5,十代,0,14,400,97
技嘉,到手价11999起！RTX2070Max-Q丨144Hz电竞屏丨512G傲腾固态丨搭载OMRON,10199,10000,1000,,, ,技嘉游戏本京东自营旗舰店,1, ,0,//item.jd.com/69496272763.html,0,0,i7,十代,0,15.6,1,100
微星,GF75,5499,5000,600,4G,512G,GTX1650,微星四方利通专卖店,0,8G,0,//item.jd.com/62258854339.html,0,1,i7, ,0,17.3,90,100
惠普,G7,3799,2000,200,8G,512G, ,惠普宇泰专卖店,0,2G,0,//item.jd.com/64815613782.html,0,1,, ,0,14,2,100
联想,C740,5799,,,16G,512G, ,联想京东自营旗舰店,1, ,1,//item.jd.com/100008309360.html,0,0,i5,十代,1,14,2800,97
联想,V110,1898,2020,200,4G,, ,联想扬天航电授权专卖店,0,2G,0,//item.jd.com/59376667238.html,0,1,, ,0,15.6,100,95
ROG,ROG幻14,8999,,,8G,512G,GTX1660,ROG京东自营官方旗舰店,1, ,0,//item.jd.com/100012955124.html,0,0,i7,十代,0,14,90,98
惠普,暗影精灵5,10489,,,8G,1024G, ,惠普京东自营官方旗舰店,1,8G,1,//item.jd.com/100006159798.html,0,1,i7, ,0,15.6,4100,95
机械革命,1.13kg轻薄本|镁铝机身R5,2999,3000,300,8G,512G, ,机械革命旗舰店,0, ,0,//item.jd.com/65494947320.html,0,0,R5, ,0,,40,100
华硕,灵耀X2,10999,,,16G,1024G, ,华硕京东自营官方旗舰店,1, ,0,//item.jd.com/100007388693.html,0,1,i7,十代,1,14,7,100
雷神,雷神911Master2代轻薄全面屏游戏本10代i7-10750H,6399,3000,300,16G,512G,GTX1650,雷神京东官方自营旗舰店,1, ,0,//item.jd.com/67146511440.html,0,0,i7,十代,0,,60,100
松下,CF-SV8,13999,,,8G,919G, ,松下商务投影京东自营旗舰店,1, ,0,//item.jd.com/65894345628.html,0,0,i5, ,0,,6,100
华为,MateBookD,4299,,,16G,512G, ,华为兰焜专卖店,0, ,0,//item.jd.com/32450742710.html,0,0,R5, ,0,,200,95
惠普,星14S青春版,3399,,,8G,512G, ,惠普永诚电脑专卖店,0, ,0,//item.jd.com/43537544562.html,0,0,R3, ,0,14,300,97
华为,MagicBook15,3519,1000,20,8G,256G, ,荣耀方和专卖店,0,8G,0,//item.jd.com/65868847744.html,0,0,R5, ,0,15.6,10,80
联想,E590,4599,1000,100,8G,256G, ,ThinkPad定制版专卖店,0,2G,0,//item.jd.com/30430683729.html,0,1,i7,十代,0,15.6,20,100
联想,Y9000X,7499,,,16G,512G, ,联想京东自营旗舰店,1, ,1,//item.jd.com/100009083154.html,0,0,i5, ,0,15.6,3400,94
联想,扬天V330,2299,,,4G,, ,联想扬天京东自营旗舰店,1,2G,0,//item.jd.com/100001735021.html,0,1,, ,0,14,3900,93
华为,MateBookD,6388,,,16G,512G, ,华为京东自营官方旗舰店,1, ,0,//item.jd.com/100010903920.html,0,1,i7, ,0,,600,96
Apple,MacBookAir,9699,,,8G,512G, ,Apple产品京东自营旗舰店,1, ,0,//item.jd.com/100011979236.html,0,0,i5,十代,0,,1500,94
联想,C740,6299,,,16G,512G, ,联想京东自营旗舰店,1, ,1,//item.jd.com/100005171159.html,0,0,i5,十代,1,14,6100,94
宏碁,墨舞EX215,2289,,,4G,1024G, ,宏碁商用京东自营旗舰店,1, ,0,//item.jd.com/100012698256.html,0,0,, ,0,15.6,50,100
联想,威6,4599,,,8G,512G, ,联想扬天京东自营旗舰店,1,2G,1,//item.jd.com/100005414369.html,0,1,i5,十代,0,15.6,3900,95
